Welcome to the profile statistics browser.
cProfiled.rmm.pool% cProfiled.rmm.pool% Wed May 11 16:21:45 2022    cProfiled.rmm.pool

         11575143 function calls (11544055 primitive calls) in 75.363 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/pandas/core/internals/array_manager.py:100(BaseArrayManager)
    24/10    0.000    0.000    0.002    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:3737(parseImpl)
        1    0.000    0.000    0.002    0.002 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/statsmodels/tsa/statespace/exponential_smoothing.py:1(<module>)
       28    0.000    0.000    0.014    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/cudf/core/frame.py:541(get_column_values_na)
        4    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/enum.py:938(_create_pseudo_member_)
        9    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/core/compiler_lock.py:31(__call__)
        2    0.000    0.000    0.004    0.002 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/pandas/core/indexes/base.py:1262(_format_native_types)
        1    0.000    0.000    0.001    0.001 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/misc/dummyarray.py:1(<module>)
        1    0.000    0.000    0.006    0.006 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/cupyx/scipy/sparse/compressed.py:1(<module>)
        1    0.000    0.000    0.011    0.011 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/core/interpreter.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/fsspec/spec.py:53(__call__)
        5    0.000    0.000    0.002    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/dataclasses.py:550(_frozen_get_del_attr)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/statsmodels/tools/validation/validation.py:1(<module>)
        2    0.000    0.000    0.004    0.002 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/pandas/core/indexes/numeric.py:303(_format_native_types)
        1    0.000    0.000    0.002    0.002 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/core/runtime/nrt.py:1(<module>)
        1    0.000    0.000    0.003    0.003 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/multiprocessing/context.py:1(<module>)
        1    0.000    0.000    0.003    0.003 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/patsy/constraint.py:7(<module>)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/unittest/mock.py:1922(<setcomp>)
        3    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/statsmodels/base/model.py:1439(cov_params)
       96    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/core/datamodel/registry.py:5(register)
        1    0.000    0.000    0.005    0.005 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/asyncio/events.py:1(<module>)
       15    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/dataclasses.py:507(<dictcomp>)
        1    0.000    0.000    0.001    0.001 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/pandas/core/indexes/extension.py:1(<module>)
        1    0.000    0.000    0.004    0.004 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/scipy/integrate/_ode.py:2(<module>)
        1    0.000    0.000    0.004    0.004 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/pandas/core/strings/accessor.py:1(<module>)
        5    0.000    0.000    0.001    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/warnings.py:130(filterwarnings)
        1    0.000    0.000    0.003    0.003 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/cloudpickle/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/contextlib.py:489(__exit__)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/scipy/sparse/_arrays.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/pandas/core/internals/blocks.py:1858(maybe_coerce_values)
       24    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numpy/core/fromnumeric.py:3220(around)
       11    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/pandas/core/nanops.py:83(__call__)
        1    0.000    0.000    0.011    0.011 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/h5py/_hl/group.py:10(<module>)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/asyncio/streams.py:1(<module>)
        1    0.000    0.000    0.167    0.167 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/cudf/core/_base_index.py:3(<module>)
        3    0.000    0.000    0.010    0.003 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/statsmodels/base/data.py:60(__init__)
        1    0.000    0.000    0.011    0.011 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/cupy/linalg/__init__.py:7(<module>)
        1    0.000    0.000    0.003    0.003 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/scipy/fft/_pocketfft/basic.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/pandas/core/computation/expr.py:323(f)
        2    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numpy/ma/core.py:2974(__array_finalize__)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/h5py/_hl/vds.py:10(<module>)
        1    0.000    0.000    0.003    0.003 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/asyncio/staggered.py:1(<module>)
       30    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numpy/core/_type_aliases.py:203(_add_array_type)
        1    0.000    0.000    0.009    0.009 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/cuda/simulator/api.py:1(<module>)
        1    0.000    0.000    0.010    0.010 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/scipy/optimize/_minpack_py.py:1(<module>)
        1    0.000    0.000    0.003    0.003 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/core/types/scalars.py:1(<module>)
        1    0.000    0.000    0.017    0.017 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/cupy/fft/_fft.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/scipy/stats/mstats.py:1(<module>)
       16    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/pandas/_config/config.py:807(is_one_of_factory)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/pyarrow/types.py:21(<module>)
        1    0.000    0.000    0.001    0.001 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/cudf/core/series.py:3409(DatetimeProperties)
        1    0.000    0.000    0.003    0.003 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numpy/polynomial/polynomial.py:1(<module>)
        1    0.000    0.000    0.004    0.004 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/joblib/externals/loky/backend/context.py:13(<module>)
        1    0.000    0.000    0.001    0.001 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/cuda/simulator/kernel.py:1(<module>)
        1    0.000    0.000    0.090    0.090 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/statsmodels/nonparametric/_kernel_base.py:1(<module>)
       91    0.000    0.000    0.000    0.000 {method '__exit__' of 'numpy.nditer' objects}
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/cupy/_indexing/insert.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/core/types/npytypes.py:1(<module>)
       37    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/platform.py:830(uname)
        1    0.000    0.000    0.001    0.001 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/cudf/core/udf/typing.py:140(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/asyncio/selector_events.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/statsmodels/stats/_lilliefors.py:65(f)
        1    0.000    0.000    0.003    0.003 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/scipy/interpolate/_fitpack_impl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/pandas/core/internals/managers.py:89(BaseBlockManager)
       63    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/statsmodels/iolib/table.py:312(<genexpr>)
       15    0.000    0.000    0.016    0.001 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/dataclasses.py:1012(wrap)
       22    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/threading.py:82(RLock)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/statsmodels/tsa/base/datetools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/statsmodels/tsa/tsatools.py:1(<module>)
       46    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/dataclasses.py:404(_field_assign)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/pandas/core/groupby/base.py:1(<module>)
       28    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/cuda/cudadrv/driver.py:649(get_primary_context)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/psutil/__init__.py:298(Process)
        1    0.000    0.000    0.004    0.004 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/joblib/externals/cloudpickle/__init__.py:1(<module>)
        1    0.000    0.000    0.050    0.050 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/cudf/core/column_accessor.py:3(<module>)
        1    0.000    0.000    0.001    0.001 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/pandas/io/common.py:227(_get_filepath_or_buffer)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/unittest/case.py:309(TestCase)
        3    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/statsmodels/base/model.py:1065(predict)
       25    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/core/sigutils.py:4(is_signature)
       30    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numpy/core/getlimits.py:40(<lambda>)
        1    0.000    0.000    0.001    0.001 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/cupy/linalg/_einsum.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/statsmodels/tsa/deterministic.py:877(CalendarTimeTrend)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/llvmlite/llvmpy/core.py:1(<module>)
       52    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numpy/core/_add_newdocs.py:6230(refer_to_array_attribute)
        4    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/scipy/_lib/_docscrape.py:477(_str_see_also)
       26    0.000    0.000    0.001    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numpy/ma/core.py:6750(__init__)
      108    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
        1    0.000    0.000    0.098    0.098 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/statsmodels/graphics/functional.py:1(<module>)
       16    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/random.py:237(_randbelow_with_getrandbits)
        1    0.000    0.000    0.006    0.006 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/cloudpickle/__init__.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/statsmodels/regression/mixed_linear_model.py:1(<module>)
        1    0.000    0.000    0.029    0.029 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/pyarrow/dataset.py:18(<module>)
        1    0.000    0.000    0.001    0.001 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/cudf/core/single_column_frame.py:22(SingleColumnFrame)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/pandas/io/formats/csvs.py:48(__init__)
        1    0.000    0.000    0.001    0.001 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/cudf/api/extensions/accessor.py:3(<module>)
        1    0.000    0.000    0.428    0.428 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/cudf/_lib/__init__.py:2(<module>)
        1    0.000    0.000    0.001    0.001 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/pkg_resources/_vendor/packaging/_manylinux.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/statsmodels/tsa/ar_model.py:850(AutoRegResults)
        1    0.000    0.000    0.002    0.002 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/statsmodels/tsa/statespace/structural.py:1(<module>)
       26    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/traceback.py:272(__getitem__)
       14    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/pandas/core/ops/array_ops.py:399(get_array_op)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/asyncio/base_events.py:389(BaseEventLoop)
        1    0.000    0.000    0.001    0.001 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/pandas/io/xml.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/pandas/core/arrays/floating.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/core/bytecode.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/cupyx/jit/_builtin_funcs.py:1(<module>)
        6    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/platform.py:1007(_sys_version)
       43    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/collections/__init__.py:464(__getnewargs__)
       15    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/warnings.py:477(__exit__)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/joblib/externals/loky/backend/_posix_reduction.py:9(<module>)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/scipy/sparse/_construct.py:1(<module>)
        1    0.000    0.000    0.007    0.007 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/scipy/optimize/_linprog_highs.py:1(<module>)
        1    0.000    0.000    0.060    0.060 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/statsmodels/distributions/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/os.py:48(<listcomp>)
        1    0.000    0.000    0.001    0.001 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numpy/lib/utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/statsmodels/iolib/table.py:1(<module>)
